ID	Titel	Autor	Strophen	Verse	Anthologie	Jahr	Hrsg	ID.1	Epoche	dtm_Ivis_1	dtm_Ivis_2	dtm_Ivis_balladen_sup_1	dtm_Ivis_balladen_sup_2	sonett	dtm_Ivis_sonett_1	dtm_Ivis_sonett_2	bert_Ivis_sonett_1	bert_Ivis_sonett_2	bert_Ivis_sonett_sup_1	bert_Ivis_sonett_sup_2	bert_Ivis_1	bert_Ivis_2	bert_Ivis_sup_1	bert_Ivis_sup_2	dtm_Ivis_sup_1	dtm_Ivis_sup_2
l00100057	Der Arbeitsmann	Dehmel, Richard	3	7	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100057	Moderne	-2.745445	1.1614921999999999	-3.456462	0.85957515	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.8709557	0.63338315	1.6115469	-0.5643761	2.199374	0.47112328
l00100058	Die stille Stadt	Dehmel, Richard	3	5	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100058	Moderne	-0.26573104	-0.71453154	-3.0659301	1.076668	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.4942698	-2.0434358	3.4761155	2.8736658	0.6664556	1.9370183
l00100059	Fitzebutze	Dehmel, Richard	8	5	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100059	Moderne	3.15537	1.9236534	-5.8330746	0.40788338	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.7080675	4.469592	-0.09171245	-1.2340578	-2.138779	3.0550056
l0010006	Nächtliches Gewitter.	Eduard Alberti.	2	8	Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage	1882	Moltke, Max	l0010006	Realismus	-2.2532853999999998	-2.0459936	-2.998888	1.0974836000000001	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.3146605	0.75520873	-1.1027755	-0.3337454	0.1768249	-1.5254358
l00100060	Furchtbar schlimm	Dehmel, Richard	4	1	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100060	Moderne	-1.0142258	0.058305975	-3.5144567	0.8732154000000001	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	4.110368	2.4914458	1.2283096	-0.6544185	0.83543015	0.22954392
l00100061	Die Reise	Dehmel, Richard	3	5	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100061	Moderne	2.448384	1.7523520000000001	-2.993187	1.0905265	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	3.2284086	3.1657636	1.378567	-0.6814958	0.04683911	2.0674357
l00100062	Manche Nacht	Dehmel, Richard	3	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100062	Moderne	0.24206245	-1.1572572	-3.2726161	1.6141849	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.8539405	-0.2495206	2.9681344	2.0281436	0.5568445	0.47948095
l00100063	Sommerabend	Dehmel, Richard	3	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100063	Moderne	-1.9308758999999998	-2.9116282000000004	-3.225019	1.9825112	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.096366	-2.2274616	3.8450005	3.0504458	1.6999973	-1.0293899
l00100064	Am Ufer	Dehmel, Richard	3	3	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100064	Moderne	-1.0846372	-3.2846629999999997	-2.6219509	1.3788286	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.8841386	-0.44456643	0.19695646	1.6242586	1.9536926	-0.9993743
l00100065	Nacht für Nacht	Dehmel, Richard	2	6	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100065	Moderne	-2.327281	1.057195	-3.3938650000000004	1.8542296999999999	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.40962335	0.5578783	1.5315831	-0.36568153	0.58635473	1.1804991
l00100066	Unser Glück	Donath, Adolph [alt. Donath, Adolf]	2	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100066	Moderne	-0.91920847	-0.57400423	-2.6438512999999997	1.4490862	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.9659946	-1.7973523	2.8390012	0.8088809	1.3334937	-0.33467528
l00100067	Im Arm des Abends	Donath, Adolph [alt. Donath, Adolf]	1	12	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100067	Moderne	-0.42263502	0.29757482	-2.9259694	2.342809	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-4.1971664	-1.1842906	0.457782	-2.4046059	0.4956711	0.7583321
l00100068	Das Leben	Donath, Adolph [alt. Donath, Adolf]	2	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100068	Moderne	-2.1315734	-2.6695580000000003	-3.1009523999999997	1.1304148	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.6214893	0.9689897	1.4494199	-0.17722717	2.298338	-0.550781
l00100069	Jugend	Evers, Franz	2	8	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100069	Moderne	-1.9177883000000002	-2.8228297	-2.1938598	1.4734774	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.1471853	-1.0785983	0.7612739	0.2353535	1.6240082	-1.023452
l0010007	Frühlerche.	Leopold Alberti.	3	4	Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage	1882	Moltke, Max	l0010007	Realismus	0.7692788	-2.699812	-3.0596185	1.1932226000000001	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.1249062	1.4385046	-0.47695115	0.592801	-0.84778285	-0.2758534
l00100070	In die Welt	Evers, Franz	2	10	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100070	Moderne	0.70074356	-1.9830421000000003	-3.3019817000000002	0.399915	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-3.3891735	-1.3252348	1.8864183	-2.1037996	-0.2565225	0.66621137
l00100071	Der Steinklopfer	Evers, Franz	4	1	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100071	Moderne	-1.8654311999999997	-0.56759423	-2.049141	0.83294797	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	4.0038033	-2.0029018	3.1823747	2.957425	1.3642774	-0.118072614
l00100072	Nach dem Gewitter	Evers, Franz	2	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100072	Moderne	1.7065044999999999	-2.6444224999999997	-3.2944207000000003	1.2926123	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.7558837	-1.4703732	2.7042801	-0.52670395	1.6989338	0.5476731
l00100073	Andacht	Evers, Franz	2	8	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100073	Moderne	0.9252649	-1.8645741000000002	-3.5438947999999995	1.4284719	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-4.624764	0.13510443	0.22786772	-3.5394523	0.53881574	0.63759786
l00100074	Der Weggenossin	Evers, Franz	2	8	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100074	Moderne	1.593927	0.42044085	-4.3771887000000005	0.9416142	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-4.5645785	2.8967142	-0.63929737	-3.6663451	-0.50457394	2.1444542
l00100075	Sterne	Evers, Franz	4	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100075	Moderne	-1.6114091999999998	-1.3146867	-2.7145333	1.0866512	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.30006427	-1.9135095	2.4446905	1.6629976	1.0296578	-0.46987724
l00100076	Verständnis	Evers, Franz	4	3	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100076	Moderne	-2.5726092	-2.1856596	-2.6401196	0.93094367	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.9098601	-1.522927	2.6066082	1.8692545	1.8130509	-0.8467012
l00100077	Könige	Evers, Franz	2	7	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100077	Moderne	-2.0074096000000003	-2.0239038000000003	-2.0802205000000002	0.37131244	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.477133	-1.8729858	3.1019533	2.2372167	1.9381914	-1.0966015
l00100078	Gondellied	Evers, Franz	3	5	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100078	Moderne	0.051814824	-4.028583	-3.4087400000000003	1.1250206	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.314996	0.031675853	0.47874618	-0.5943936	2.1936922	-0.82707214
l00100079	Der rechte Ort	Falke, Gustav	3	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100079	Moderne	-0.48786825	0.8379155	-3.2072089	1.4881668	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	3.15511	-1.4727432	2.4333568	3.321284	0.8366637	0.8938279
l0010008	An einem Grabe.	Leopold Alberti.	3	4	Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage	1882	Moltke, Max	l0010008	Realismus	-0.54474896	1.0457344000000002	-3.561206	1.276078	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.6010952	4.009567	-2.2153316	-1.6905315	-1.3673767	0.14401644
l00100080	Das Mohnfeld	Falke, Gustav	6	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100080	Moderne	1.3543333999999998	-0.45135295	-3.9114907	0.73825383	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	3.5047288	-0.9566518	2.3962023	1.4747946	-0.33091965	1.590702
l00100081	Unter dem Apfelbaum	Falke, Gustav	4	6	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100081	Moderne	1.551949	-1.4537953000000001	-3.3644805	0.80567116	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.9501125	0.5205723	1.1856546	0.2528881	-0.1709249	0.8843962
l00100082	Hinterm Deich	Falke, Gustav	2	8	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100082	Moderne	-0.6116531	1.2887082	-3.8208504	0.04826465	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	3.5454135	0.80880827	1.4588511	0.7509833	1.1815464	2.195131
l00100083	Auf Flügeln	Falke, Gustav	5	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100083	Moderne	-0.6391013000000001	-0.6488666999999999	-2.747532	1.7609177	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.4405417	-0.6667975	1.6798007	2.3525414	0.85112286	0.1626397
l00100084	Das Grab	Falke, Gustav	4	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100084	Moderne	0.2228456	-0.45742136	-3.6180856	0.9870233	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	3.5746596	0.19260478	1.5898265	0.7056135	1.1307511	1.7108544
l00100085	Späte Rosen	Falke, Gustav	4	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100085	Moderne	1.1509519	0.49449745	-3.890428	1.3507901000000002	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	1.7367582	-0.03408347	1.8711276	1.2051785	0.022177907	1.4077542
l00100086	Aus dem Takt	Falke, Gustav	3	6	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100086	Moderne	1.7387991000000003	0.7876065999999999	-4.265531	0.2873695	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-1.2086586	1.7392522	0.06970754	-1.0245697	-0.8998234	2.2284827
l00100087	Die stille Frau	Falke, Gustav	5	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100087	Moderne	-0.5488907	0.77558625	-3.6442699999999997	0.95705676	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.31403214	1.7409567	0.28907672	-0.3487063	-0.28118291	0.118647575
l00100088	Der Schritt der Stunde, wenn du schlaflos liegst	Falke, Gustav	1	14	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100088	Moderne	0.20807107	1.7296168	-3.1240976000000003	1.0915673000000001	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-6.189585	0.6067783	-1.1900249	-4.76244	-0.46402526	1.3461782
l00100089	Die Falte	Falke, Gustav	4	6	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100089	Moderne	3.6901455000000003	-0.51955026	-4.240263	0.32120679999999996	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.696845	1.1051455	1.2699881	-0.10482327	-2.2452536	2.5769322
l0010009	Sonett.	Leopold Alberti.	4	3	Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage	1882	Moltke, Max	l0010009	Realismus	1.3920377	0.12968415	-3.4809976000000002	0.8188548000000001	sonett	1.3920377	0.12968415	3.443556547164917	-2.3369028568267822	-0.9898812770843506	-1.2588927745819092	-3.123632	2.251162	-0.7795883	-2.4845076	-0.41940138	1.6297326
l00100090	Der Reiter	Falke, Gustav	5	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100090	Moderne	3.4604727999999993	-0.23430118	-3.5457437000000005	0.07849906400000001	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	3.0973454	1.229602	1.1844265	0.058493026	-1.0957928	2.651323
l00100091	Winter	Falke, Gustav	7	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100091	Moderne	-0.6963925999999999	0.104116164	-2.673233	0.91133827	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.6537581	-0.2373068	1.239208	-0.28539714	0.2923703	0.55154467
l00100092	Erscheinung	Falke, Gustav	5	2	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100092	Moderne	0.7631875	0.8019251000000001	-3.7495852	1.0903493	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.60634243	-0.92369384	1.1080587	0.26678285	-0.08687525	1.658449
l00100093	Das Thal der Flammen	Falke, Gustav	4	10	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100093	Moderne	-0.20740253	-0.98197865	-2.7480547000000004	1.0489351999999998	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.439841	-2.0110953	2.9108744	1.4897691	0.33655897	0.34448522
l00100094	Ecce poeta	Flaischlen, Cäsar [alt. Flaischlen, Caesar]	8	1	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100094	Moderne	0.20773941	0.75557864	-3.8258555	0.39042968	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-5.130814	2.06534	0.07454443	-3.5478806	-0.42044863	1.2439067
l00100095	Im Spiel des Lebens	Flaischlen, Cäsar [alt. Flaischlen, Caesar]	14	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100095	Moderne	-0.77951443	1.0306414000000002	-3.6413808	0.46666616	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.6244762	3.9563074	0.12745756	-1.3674791	-0.40768093	0.50362164
l00100096	Im Kahn	Flaischlen, Cäsar [alt. Flaischlen, Caesar]	5	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100096	Moderne	2.0408666	-2.6367588	-2.4845097000000003	1.3479753	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.5338939	0.9310335	2.6223097	-1.8776692	1.0188954	2.1081545
l00100097		Hart, Julius	6	5	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100097	Moderne	-3.0506743999999997	-0.8765358	-2.8301282000000003	1.5408701	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.396961	-1.1517137	1.4121853	-1.1227257	1.364649	-0.544428
l00100098		Hart, Julius	10	8	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100098	Moderne	0.9560088999999999	0.5482151	-3.3976648000000003	0.372839	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-3.1064043	-1.4308047	2.9387636	-2.082459	-0.065426074	1.0614052
l00100099	Im grünen Schatten der Buchen lag ich	Hart, Julius	7	1	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100099	Moderne	1.2898549	0.60199565	-4.4692197	0.7501608000000001	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.04606028	-0.86558455	1.9618182	-0.080350436	-0.46836045	0.96080637
l0010010	Mythos.	Leopold Alberti.	4	6	Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage	1882	Moltke, Max	l0010010	Realismus	-2.0665681	-1.5101731000000003	-2.795994	1.2896732	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-5.923638	3.303326	-3.286676	-2.8815281	0.23472561	-1.1102031
l00100100	"""Die Welt ist bunt!"""	Hartleben, Otto Erich [alt. Hartleben, O. Erich; Hartleben, Erich]	1	13	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100100	Moderne	0.49042773	-1.7053324	-3.197739	1.3717747	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-2.384334	-1.6857134	3.363406	-0.78147113	0.59345984	0.77829933
l00100101		Hartleben, Otto Erich [alt. Hartleben, O. Erich; Hartleben, Erich]	3	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100101	Moderne	3.5405523999999997	0.8446456	-4.8128785999999995	1.1353194	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.44736713	4.7014575	-0.047239114	-1.596131	-2.0013683	2.5956547
l00100102	Lore	Hartleben, Otto Erich [alt. Hartleben, O. Erich; Hartleben, Erich]	3	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100102	Moderne	4.66633	-1.35666	-5.3274703	0.9603405	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.33147952	3.9746633	0.07997057	-1.8388883	-1.8121499	3.53248
l00100103	O fernes Gold!	Hartleben, Otto Erich [alt. Hartleben, O. Erich; Hartleben, Erich]	2	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100103	Moderne	-0.21275584	-1.1314806999999998	-3.4021491999999998	1.061814	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-0.747338	0.67517114	1.4114665	-1.2136321	0.76352525	0.28237456
l00100104	Die Winterwasser rauschen	Henckell, Karl	1	9	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100104	Moderne	-0.04688777400000001	0.7035333	-2.5393176	0.70348096	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.098471135	0.5826796	1.4600861	0.063821	0.2975257	0.75906706
l00100105	Zukunftsblüte	Henckell, Karl	3	4	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100105	Moderne	-0.9936444999999999	-3.9398714999999997	-2.367763	1.5196735000000001	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	0.7010751	-1.9595573	3.1746585	3.267032	1.8346192	-0.924904
l00100106		Henckell, Karl	1	24	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100106	Moderne	-2.385581	-2.0171224999999997	-2.8779182	0.98743147	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-6.891984	0.16870302	-1.53782	-4.865821	1.6479956	-0.74038553
l00100107	Aus weißen Wolken [Phantasus. 5 Gedichte]	Holz, Arno	6	6	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100107	Moderne	0.54826194	-3.3077400000000003	-2.8631902	0.9009497	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	3.0386508	-0.60673624	3.51802	2.2872055	1.7559882	-0.18715659
l00100108	In einem Garten [Phantasus. 5 Gedichte]	Holz, Arno	4	3	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100108	Moderne	-2.3049748	-2.9756007	-2.99579	2.1616054	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	3.7617917	-1.2172614	3.668649	2.7616835	2.1815946	-0.9596023
l00100109	Über die Welt hin ziehen die Wolken [Phantasus. 5 Gedichte]	Holz, Arno	7	1	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100109	Moderne	-0.050330203	-3.518618	-2.3731654	1.7827436999999997	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	3.2382648	3.2080405	1.3523824	-0.9773107	2.1850045	-1.1659063
l0010011	Geeintes Paar.	Leopold Alberti.	5	8	Neuer deutscher Parnaß. Silberblicke aus der Lyrik unserer Tage	1882	Moltke, Max	l0010011	Realismus	-0.6997138	-1.9728289	-2.6537127000000003	1.1564933000000002	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	-5.036473	3.2628076	-2.8575616	-2.6060007	0.105716296	-1.4284319
l00100110	Dann losch das Licht [Phantasus. 5 Gedichte]	Holz, Arno	4	3	Die Perlenschnur. Eine Anthologie moderner Lyrik, hrsg. von Ludwig Gemmel, Buchschmuck von Hans Heise. Berlin und Leipzig 1898.	1898	Gemmel, Ludwig	l00100110	Moderne	-0.89580107	-1.7154422999999999	-3.5388193	1.9454638	kein_sonett	0.0	0.0	3.0	-3.0	0.0	0.0	2.3658602	3.7196944	0.77697885	-1.4304298	1.3102862	-0.25854024
